6AM5	L1_nterm	300	promising
6AM5	L2_nterm_t1	300	promising
6AM5	L3_nterm_t2	326	promising
6AM5	L4_expanded	373	promising
6AM5	L5_max	336	promising
6AMU	L1_nterm	300	promising
6AMU	L2_nterm_t1	300	promising
6AMU	L3_nterm_t2	326	promising
6AMU	L4_expanded	341	promising
6AMU	L5_max	346	promising
6AM5	k18	326	maxcond
6AM5	k24	326	maxcond
6AM5	max	326	maxcond
6AMU	k18	326	maxcond
6AMU	k24	326	maxcond
6AMU	max	326	maxcond
