time_ns,rmsd_A
0.0,1.3877999784641245e-06
0.02,0.9375073433156733
0.04,1.1222509736851745
0.06,1.1618841130965325
0.08,1.4041620716438916
0.1,1.3751545567372223
0.12,1.585147321402851
0.14,1.4184103772792065
0.16,1.4691882003132715
0.18,1.4672933839520774
0.2,1.4604156373627295
0.22,1.645161919267418
0.24,1.8685327915923209
0.26,1.861153291824333
0.28,1.6368257363013172
0.3,1.560076133693425
0.32,1.631880946421994
0.34,1.6738007535050201
0.36,1.8023912132010225
0.38,1.7511027112995334
0.4,1.95000793995572
0.42,1.8460783288761924
0.44,1.6992116058023856
0.46,1.93914099555295
0.48,2.0940049437722816
0.5,2.050706007644841
0.52,2.068576035135705
0.54,2.2511875786424334
0.56,1.9574012528144056
0.58,2.1410352832132733
0.6,2.0176030509991305
0.62,1.7875246450008542
0.64,1.7687169321591207
0.66,1.7713136831634135
0.68,1.8064972136791955
0.7000000000000001,1.5407921875685173
0.72,1.7311898862260342
0.74,1.6573060018502088
0.76,1.5953380258877032
0.78,1.5393742496909253
0.8,1.5641573868843301
0.8200000000000001,1.6033050920216172
0.84,1.684243216510838
0.86,1.7714304234600706
0.88,1.7579122472051987
0.9,1.7438551818168684
0.92,1.7990724620142382
0.9400000000000001,1.891294793453592
0.96,1.9483001469435481
0.98,2.2775637247235485
1.0,2.082611582369202
1.02,2.4388587926124203
1.04,2.5007595017405113
1.06,2.495932841110561
1.08,2.5817119095837873
1.1,2.6334798951811242
1.12,3.0867409830141517
1.1400000000000001,3.3298544216639567
1.16,3.1920640175593213
1.18,2.8026153018595914
1.2,2.8777925329353735
1.22,2.76830109599516
1.24,2.8937953637099554
1.26,2.8446331105372424
1.28,2.9414678060007993
1.3,2.9036851845644858
1.32,2.7183886339880967
1.34,2.749485738533186
1.36,2.6624731016111354
1.3800000000000001,2.679690973800725
1.4000000000000001,2.683665740478046
1.42,2.6212752969672275
1.44,2.576795626734001
1.46,2.531416822172124
1.48,2.7475524077149163
1.5,2.0515500114657006
1.52,2.2476955507328227
1.54,2.2481819563972336
1.56,2.3113982509149413
1.58,2.1849636448999146
1.6,2.275979411226792
1.62,2.4246321999416898
1.6400000000000001,2.4018385333212127
1.6600000000000001,2.5777531607578283
1.68,2.655801709821563
1.7,2.751604265308493
1.72,2.889911893571253
1.74,3.0804656923996436
1.76,2.9553266200628463
1.78,2.5676885446085915
1.8,2.474711639295254
1.82,2.5991729424141883
1.84,2.7122867608263896
1.86,2.428587073496691
1.8800000000000001,2.642538399397129
1.9000000000000001,2.5907735849596376
1.92,2.619700275269621
1.94,2.6554928622631544
1.96,2.753629362316147
1.98,2.8080964802927086
2.0,2.7367972100263023
2.02,2.591712030593708
2.04,2.486361252514215
2.06,2.5549068491934976
2.08,2.0872778563006267
2.1,2.0084566061325013
2.12,2.1024305667074223
2.14,1.9038773665169995
2.16,2.150273446488705
2.18,1.9498815654711388
2.2,2.081491503720479
2.22,1.9554936790579676
2.24,2.176187988979766
2.2600000000000002,2.1957193280825593
2.2800000000000002,2.278533265386069
2.3000000000000003,2.1970047785114275
2.32,2.0326845329398187
2.34,2.1308308225949397
2.36,2.055780621680925
2.38,1.9064773109374602
2.4,1.8693310414951352
2.42,1.9110725476969956
2.44,2.312422180481335
2.46,2.1909522382643147
2.48,2.1977486018719645
2.5,2.1262039128279033
2.52,2.00045771909615
2.54,2.2010244153592415
2.56,2.239782755211708
2.58,2.3785017943013815
2.6,2.4734244060304893
2.62,2.4580846922578417
2.64,2.233812934083784
2.66,2.1440800804000326
2.68,2.2526941750683167
2.7,2.2064820499506825
2.72,2.313943594310717
2.74,2.188610775765576
2.7600000000000002,2.3267203193442376
2.7800000000000002,2.435122321530529
